barcode,product_name,brand,verified_ingredients,flagged_additive_code,flagged_additive_name,functional_class,banned_in_jurisdiction,why_banned_abroad,india_fssai_status,legal_summary,risk_tier
8901030970238,Choco Brownie Fudge,Kwality Walls,"water, chocolate flavoured confectionery (13.7%), sugar, condensed milk, cocoa solids, palm oil, liquid glucose, milk solids, maltodextrin, stabilisers (e412, e410) and artificial (vanillin) flavouring substance, dried browne pieces, refined wheat flour (maida), sugar, palm oil, liquid glucose, cocoa solids milk solds, modified starch-e1442, leavening agent-e500, emulsifier-e322 and artificial (vanilla & chocolate flavouring substances), edible palm oil, milk solids, liquid glucose, cocoa solids, emulsifier-e471, vegetable protein (soy), stabilisers (e412, e417, e407, e410), nature identical flavouring substance, food colours (natural (150d), e122, e133, e102)",INS 133 / E133,Brilliant Blue FCF (Blue 1),Synthetic Triphenylmethane Dye,AUTHORISED (ADI 0-6 mg/kg bw/day) | PERMITTED (FD&C Blue No. 1) | PERMITTED under positive list,Triphenylmethane dyes such as Brilliant Blue FCF can cross the blood-brain barrier in animal models and have been studied for both hypersensitivity reactions and neuroprotective properties; FD&C Blue No. 1 demonstrates a strong safety profile among approved synthetic dyes at regulated dietary doses under ADI (0-6 mg/kg bw/day).,PERMITTED under FSSAI MPLs,"Authorised food color in EU, US, India, Japan with ADI (0-6 mg/kg bw/day). Historical member-state bans harmonised under EU law.",🔴 High Concern
8901207043772,Coconut water,"Dabur,Real","water, coconut water concentrate (9%)"" and preservatives (ins 202, ins 224)",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
8906010504496,Dynobite,Olee,"sugar powder, refined wheat flour (maida), hydrogenated vegetable oil (palm), milk solids, cocoa solids (4%), modified starch (ins 1401), edible vegetable oil (palm), dextrose, emulsifier (ins 322, ins 475), raising agent (ins 500(11)), yeast, edible common salt, nature identical flavouring substances (vanilla), flour treatment agent (ins 1101, ins 223).",PHO / Trans Fats,Hydrogenated / Partially Hydrogenated Vegetable Oils,Industrial Synthetic Trans Fat,CAPPED < 2g per 100g fat | PHO GRAS REVOCATION (Effectively Banned) | VOLUNTARY REDUCTION / LABELLING,"Industrial trans fats elevate systemic LDL cholesterol, lower protective HDL cholesterol, calcify arterial endothelium, and cause over 500,000 premature cardiovascular deaths annually worldwide.",TRANS FAT CAPPED < 2% of total fat (FSSAI),US FDA revoked GRAS status for PHOs (banned). WHO-led global elimination campaign; EU and FSSAI cap trans fats < 2% of total fat.,🟡 Moderate Concern
8904422710894,Refined Sunflower Oil,Sunrich,"refined sunflower seed oil, antioxidant (ins 319), vitamin a (25 iu per gram), antifoaming agent (ins 900a) & vitamin d (4.5 iu per gram) free from argemone",INS 319 / E319,TBHQ (Tertiary Butylhydroquinone),Synthetic Petroleum Antioxidant,AUTHORISED with ADI and MPLs | PERMITTED ≤ 0.02% of fat content | NOT APPROVED on food positive list,"High-dose animal studies show hepatic enlargement, neurotoxic alterations, and cellular DNA stress. While human dietary intake at regulated levels is below ADI, FoodFactsIndia flags frequent intake in daily fried snacks/oils as High Concern.",PERMITTED under FSSAI MPLs,"Not approved for food use under Japan's positive list system. Authorised with strict ADI/MPLs in EU, US, and India.",🔴 High Concern
8906135191601,Popping Bobba Lychee,Moi Soi,"water, 30% lychee juice, 15% popping bobe (water, sugar, malic acid, citric acid, sodium alginate, potassium sorbate, sodium benzoate, artificial food colour lychee flavour), sugar, citric acid, calcium lactate, xantha gum, trisodium citrate, acesulfame potassium, natural & artificial flavor, allura red ac contains permitted synthetic food colour contains added artificial sweetener (acesulfame potassium)",INS 129 / E129,Allura Red AC (Red 40),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Red No. 40) | PERMITTED under positive list,"Experimental mouse studies show chronic Allura Red exposure can promote colonic inflammation via serotonin-mediated pathways; human data remain limited, but daily pediatric exposure warrants cautious evaluation alongside EU mandatory child-activity warning labels.",PERMITTED under FSSAI MPLs,"Authorised in EU, US, Canada, India. EU requires mandatory warning label for child activity and attention.",🔴 High Concern
8906135191601,Popping Bobba Lychee,Moi Soi,"water, 30% lychee juice, 15% popping bobe (water, sugar, malic acid, citric acid, sodium alginate, potassium sorbate, sodium benzoate, artificial food colour lychee flavour), sugar, citric acid, calcium lactate, xantha gum, trisodium citrate, acesulfame potassium, natural & artificial flavor, allura red ac contains permitted synthetic food colour contains added artificial sweetener (acesulfame potassium)",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
8906135191601,Popping Bobba Lychee,Moi Soi,"water, 30% lychee juice, 15% popping bobe (water, sugar, malic acid, citric acid, sodium alginate, potassium sorbate, sodium benzoate, artificial food colour lychee flavour), sugar, citric acid, calcium lactate, xantha gum, trisodium citrate, acesulfame potassium, natural & artificial flavor, allura red ac contains permitted synthetic food colour contains added artificial sweetener (acesulfame potassium)",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
8906100881643,Masala Jeera Kashmira,Hajoori,"Carbonated water, cane sugar, iodised salt, acidity regulator - citric acid (e330), permitted class II preservative - sodium benzoate (e211), contains permitted food colour - caramel-IV (e150d), and added natural and nature identical flavouring substances of jeera (cumin) and spices",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
8906100881643,Masala Jeera Kashmira,Hajoori,"Carbonated water, cane sugar, iodised salt, acidity regulator - citric acid (e330), permitted class II preservative - sodium benzoate (e211), contains permitted food colour - caramel-IV (e150d), and added natural and nature identical flavouring substances of jeera (cumin) and spices",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
8901262173223,Butterscotch Bliss,Amul,"<span class=""allergen"">milk solids</span>, sugar, cashew chikki 12% (sugar, cashew pieces, liquid glucose, ghee), e471, e407, e412, e466, e415, artificial flavouring substances (butterscotch), e102",INS 102 / E102,Tartrazine (Yellow 5),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Yellow No. 5) | PERMITTED under positive list,The 2007 Southampton study demonstrated that mixtures of synthetic azo dyes with benzoate triggers pediatric hyperactivity and neuro-attentional deficits. Can cause urticaria and bronchospasm in aspirin-sensitive individuals.,PERMITTED under FSSAI MPLs,Authorised globally with ADI. EU requires mandatory label warning: 'May have an adverse effect on activity and attention in children'.,🔴 High Concern
8901491002561,Dynamita,Doritos,"Corn flour, edible vegetable oil, spices, salt, sugar, flavour enhancers (INS 621), colours (INS 124)",INS 124 / E124,Ponceau 4R (Brilliant Scarlet),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | NOT APPROVED for food use | NOT APPROVED for food use,"Synthetic coal-tar derived dye linked to allergic asthma amplification, pediatric hyperkinesis, and histamine release.",PERMITTED under FSSAI MPLs,Not approved for food use by US FDA or Japan. Authorised in EU and India with MPLs and mandatory EU child activity warning.,🔴 High Concern
8901491002561,Dynamita,Doritos,"Corn flour, edible vegetable oil, spices, salt, sugar, flavour enhancers (INS 621), colours (INS 124)",INS 621 / E621,Monosodium Glutamate (MSG),Flavour Enhancer (Glutamate Group),AUTHORISED (Group ADI 30 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED under positive list,"Dietary MSG does not readily cross the intact blood-brain barrier and is not considered a neurotoxin at typical intake levels by EFSA, FDA, or JECFA. Transient headaches/flushing can occur in sensitive individuals at high empty-stomach doses. Flagged as Moderate Concern for frequent children's snack consumption.",PERMITTED in snacks; PROHIBITED in dried pasta & instant noodles,Approved flavour enhancer globally with Group ADI 30 mg/kg bw/day. FSSAI (India) prohibits added MSG in dried pasta/instant noodles but permits it in snacks.,🟡 Moderate Concern
8906154670156,Tomato Pickle,Kh Pickle,"tomato pieces, edible common salt, rice bran oil, potable water, tamarind extract, asafoetida spices & condiments (chilli powder fenugreek powder, turmeric powder, mustard seeds) curry leaves, dry chilli, block gram, bengal gram acidity regulator (ins 260, ins 330, antioxidant (ins 319)",INS 319 / E319,TBHQ (Tertiary Butylhydroquinone),Synthetic Petroleum Antioxidant,AUTHORISED with ADI and MPLs | PERMITTED ≤ 0.02% of fat content | NOT APPROVED on food positive list,"High-dose animal studies show hepatic enlargement, neurotoxic alterations, and cellular DNA stress. While human dietary intake at regulated levels is below ADI, FoodFactsIndia flags frequent intake in daily fried snacks/oils as High Concern.",PERMITTED under FSSAI MPLs,"Not approved for food use under Japan's positive list system. Authorised with strict ADI/MPLs in EU, US, and India.",🔴 High Concern
8902082805004,Grape Squash,Grandma's,"Water, sugar, grape juice, citric acid (e-330), contains permitted class II preservative e211, e202, added synthetic flavour (grape) and permitted synthetic food colour (code-e 110, e 122, e 124, e 133)",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
8902082805004,Grape Squash,Grandma's,"Water, sugar, grape juice, citric acid (e-330), contains permitted class II preservative e211, e202, added synthetic flavour (grape) and permitted synthetic food colour (code-e 110, e 122, e 124, e 133)",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
8906147170700,Teju Mixed Pickle,Teju,"mango, carrot, lemon, green chilli, green tomato, chilli powder, fenugreek, cumin, mustard, split mustard seeds, rice bran oil, salt turmeric powder, hingu, curry leaves, acetic acid, permitted class preservative ins260, ins211",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
8904314500046,Jus Coco Coconut Water,Jus Coco,"water, coconut water concentrate, preservatives (e234 and e202).",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
8901499011305,Kellogg's Special K Original,Kellogg's,"rice (36.2%), whole wheat (33.2%), sugar, wheat bran (4.7%), liquid glucose, lodized salt, cereal extract, vitamins, mineral and antioxidant (ins 320). contains wheat and barley. may contain oats, nuts, soy and milk.",INS 320 / E320,BHA (Butylated Hydroxyanisole),Synthetic Phenolic Antioxidant,AUTHORISED (ADI ≈1 mg/kg bw/day) | GRAS; CA Prop 65 Cancer Warning List | PERMITTED in specified categories,"Listed under CA Prop 65 based on high-dose rodent tumor data. Recognized in endocrine research as a potential estrogenic and thyroid disruptor. Regulators allow low doses under ADI, but daily exposure in children's snacks is flagged as High Concern.",PERMITTED under FSSAI MPLs,Authorised globally with ADI. Listed under California Prop 65 with mandatory cancer warning requirement.,🔴 High Concern
