barcode,product_name,brands,ingredients_text,sold_in_india_status,ingredient_confidence,status,data_source,source_license,collection_method
8908012987178,TruNativ Raw Whey Isolate Unflavored,TruNativ,"whey protein isolate (87%), enzyme blend digezyme",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8901063035256,milk bikis,Britannia,"refined wheat flour (maida), sugar, interesterified vegetable fat & refined palm oil, milk products (8.7%) [milk solids & sweetened condensed partly skimmed milk], liquid glucose, edible maize starch, raising agents [503(ii), 500(ii) & 341(i)], emulsifiers [322(i) & 471], iodised salt, minerals**, artificial (milk) flavouring substances and vitamins*.
(numbers in brackets as per international numbering system)
contains wheat, milk and soy.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8904008100705,Grape Fruit Bar,Naturo,"fruit pulp 70% (grape 42.05%, apple 27.95%), sugar, thickener (ins 440), acidity regulator (ins 524, ins 330). contains added nature identical flavouring substance (grape).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8904063223036,Mexilla Flaming Hot,Haldiram's,"Corn (70%), edible vegetable oil (palmolein, cotton seed, rice bran), spices and condiments [(red/chilli powder (1%), garlic powder, onion powder, rice flour, paprika extract (INS 160c)], iodised salt, sugar powder, hydrolysed vegetable (soy) powder, acidity regulators (INS 330, INS 296, INS 340), flavour enhancers (INS 627, INS 631), anticaking agent (INS 551), stabiliser (INS 414), natural and nature identical flavouring substances",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901414006850,Bikano diet mixture,Bikano,"rice flakes (37.2%), edible vegetable oil (refined palmolein oil, refined ricebran oil, acidity cottonseed oil), husked bengal gram (28.49%), corn flakes (6.8%), mixed spices powder, turmeric powder, yellow chilli powder, hydrolyzed vegetable protein, er), maltodextrin, lodized salt, black salt, curry leaves (0.2%), mint leaves,   acidity regulator (e330)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901042968711,Hing - Compounded Asafoetida Powder,MTR,"Wheat flour (63.5%), gum arabic, asafoetida",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8909081013737,Strawberry Smoothie,Sunfeast,"Water, milk solids (33.5%), sugar, strawberry pulp (7.4%), banana puree, strawberry chunks (3.9%), nata de coco, stabilizers (466, 418), acidity regulator (330), nature identical flavouring substances, chia seeds (0.16%), natural flavours and natural flavouring substances, antioxidant (300), sweetener (960) and colours (122, 110)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906098670076,Peri Peri Thriller Popcorn,Ultrapop,"Popped corn, refined edible palmolein oil, iodized salt, sugar, spices and condiments (chili, coriander, herbs, garlic powder, onion powder, maltodextrin, dry mango powder, tomato powder), acidity regulator (e330, e334), flavor enhancer (e627, 631), added natural & nature identical flavouring substances",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906068355675,Soya Chaap In Brine,Pachranga's Farm Fresh,"Soy flour, wheat flour, plain flour, water, salt",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8904238426842,Natural Jaggery Powder,RMP,Sugarcane jaggery,CONFIRMED_INDIA_890,HIGH,KEEP,Barcode Registry (No Ingredient Text),Pending Attribution,Barcode Scan
8906117091219,Shortcuts Peanut Butter Wafer Bites,BRB,"Peanut butter (54.5%), refined wheat flour, jaggery, milk solids, refined coconut oil, emulsifier (soy lecithin), iodized salt, baking soda, milk protein concentrate, butter & vanilla. Wheat",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8908022521058,Evocus Water,Evocus,"Treated drinking water with added minerals (potassium bicarbonate, potassium carbonate, magnesium sulphate, calcium sulphate)",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8903363008275,Roasted Yellow Chana,Dmart Premia,"marked by: avenue supermarts ltd. (asl), anjaneya ltd., orchard avenue, opp. hiranandani ndation school, powai, mumbai-400076, maharashtra. fssat lic. no. 10018022008191 for feedback/suggestions, please contact consumer are executive at 'marketed by' address email suggestion@dmartindia.com phon no.: 022-71230555 dients: roasted gram, edible common salt & turmeric (no. of servings per pack = 4 ]",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901262260947,Buffalo Milk A2,Amul,"<span class=""allergen"">milk</span>",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8908013479382,The Whole Truth Protein Bar Cranberry mini,The Whole Truth,"cashews kernels(34%),  cranberries(21%), dates(19%), whey protein concentrate(17%), cocoa butter(5%), almonds kernels(4%).",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8901030970238,Choco Brownie Fudge,Kwality Walls,"water, chocolate flavoured confectionery (13.7%), sugar, condensed milk, cocoa solids, palm oil, liquid glucose, milk solids, maltodextrin, stabilisers (e412, e410) and artificial (vanillin) flavouring substance, dried browne pieces, refined wheat flour (maida), sugar, palm oil, liquid glucose, cocoa solids milk solds, modified starch-e1442, leavening agent-e500, emulsifier-e322 and artificial (vanilla & chocolate flavouring substances), edible palm oil, milk solids, liquid glucose, cocoa solids, emulsifier-e471, vegetable protein (soy), stabilisers (e412, e417, e407, e410), nature identical flavouring substance, food colours (natural (150d), e122, e133, e102)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906023648637,Paneer,Thirumala,milk solids & preservative (naturally sourced food protectant)-ins 234.,CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906109490679,Poppadoms - Cumin,Fern's,"lentil flour, salt, raising agent (500), rice flour, cumin & sunflower oil.",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8901207043772,Coconut water,"Dabur,Real","water, coconut water concentrate (9%)"" and preservatives (ins 202, ins 224)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906143890497,The Whole Truth Almond Raisin Dark Chocolate,The Whole Truth,"47% cocoa, 38% dates, almonds 15%, raisins 15%",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8909106070561,Classic Malt,Horlicks,"super food blend (38%) [barley products (malted barley (24%), barley), millet (4%), oat powder (1%), almond powder* (0.5%)], wheat products [wheat flour (atta) (26%), wheat extract, wheat gluten), milk solids (14%), sugar, minerals & vitamins, edible lodised salt, soy protein isolate, acidity regulators (potassium bicarbonate, sodium bicarbonate). *natural flavouring substance",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906009503066,Chitale Dahi 1kg,,pasteurized toned milk lactic culture,CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906152620627,Sawan Pani Puri Khakhra Bites,Sawan,"wheat atta, oil, pudina, pani puri masala, amchur powder, black salt, green chilli paste, jeera powder.",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8904132913325,Choco Vanilla Creme,Independence,"refined wheat flour (maida), sugar, refined palm oil, interesterified vegetable fat, cocoa solids (2.4%), invert sugar syrup, starch, raising agents (503(1), 500(i)) iodised salt, emulsifiers [322(i), 472e), nature identical & artificial flavouring substances-vanilla, 
contains <span class=""allergen"">wheat</span>, <span class=""allergen"">soy</span>. may contain traces of <span class=""allergen"">milk</span>, <span class=""allergen"">nuts</span>",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906010504496,Dynobite,Olee,"sugar powder, refined wheat flour (maida), hydrogenated vegetable oil (palm), milk solids, cocoa solids (4%), modified starch (ins 1401), edible vegetable oil (palm), dextrose, emulsifier (ins 322, ins 475), raising agent (ins 500(11)), yeast, edible common salt, nature identical flavouring substances (vanilla), flour treatment agent (ins 1101, ins 223).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901071705646,Milk Chocolate,Hershey's,"sugar, milk solids (#28%), cocoa solids (#17.7%), cocoa butter, edible vegetable oil (sunflower and palm), emulsifiers (322 (i), 476) and flavour (artificial flavouring substance-vanillin)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906065030131,Karachi Biscuits Fruit Almond,Karachi Bakery,"refined wheat, hydrogenated vegetable fat, tooth fruit, sugar, milk",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8904422710894,Refined Sunflower Oil,Sunrich,"refined sunflower seed oil, antioxidant (ins 319), vitamin a (25 iu per gram), antifoaming agent (ins 900a) & vitamin d (4.5 iu per gram) free from argemone",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906142775504,Bolas cashews,Bolas,"<span class=""allergen"">cashew</span>",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8904327600917,Unsweetened Peanut Butter Crunchy,Myfitness,roasted peanuts (100%),CONFIRMED_INDIA_890,HIGH,KEEP,Barcode Registry (No Ingredient Text),Pending Attribution,Barcode Scan
8906177761329,Organic High Protein Cow Milk Elaichi,Akshayakalpa Organic,"organic pasteurized skimmed cow milk, organic green elaichi.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906135191601,Popping Bobba Lychee,Moi Soi,"water, 30% lychee juice, 15% popping bobe (water, sugar, malic acid, citric acid, sodium alginate, potassium sorbate, sodium benzoate, artificial food colour lychee flavour), sugar, citric acid, calcium lactate, xantha gum, trisodium citrate, acesulfame potassium, natural & artificial flavor, allura red ac contains permitted synthetic food colour contains added artificial sweetener (acesulfame potassium)",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8906027948993,Mexican Style Rice,Eat Regal,"water, long grain white rice, red kidney beans, tomato, salsa sauce (tomato, sugar, salt, onion, coriander, capsicum, jalapeno, lemon), sweet corn, bell pepper, refined sunflower oil, garlic, vinegar, salt, jalapeno, dmg (e 471, vegetable), lemon, sugar, silicon dioxide.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906014082266,Coconut Chutney Powder,Brahmins,"dessicated coconut, black gram, tamarind, chilly powder, salt, curry leaves, rosemary",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8906076133289,Protein Chips Korean Kimchi,The Baker's Dozen,"Multi grain blend (urad dal, jowar, chickpea, soya protein isolate, tapioca starch, rice bran oil, spices and condiments (red chilli powder, green chilli powder, cumin, caraway seed, ginger, nutmeg, clove, cinnamon), dried vegetable powder (garlic & onion), soya sauce powder, salt, citric acid",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8901262110303,Whey Shake,Amul,"Whey protein concentrate, cocoa powder (3%), chocolate vanilla flavor, INS 355, beta-galactosidase",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901262202299,PROTEIN DAHL,Amul,"pasteurised skimmed milk, milk solids, enzyme (beta-galact active culture, probiotic bacterial strain (bifidobacterium lactis - minimum 10 cr *colony forming unit allergen information: contains milk. 'contains naturally occurring sugars'.",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8908018251389,Artos Drinking Water,Artos,"treated water, minerals (2.8%) (salts of magnesium, calcium & sodium)",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8901595937035,Ching’s Veg Hakka Noodles,Ching’s Secret,"wheat flour (96%), wheat gluten, salt, edible vegetable oil, acidity regulator (sodium carbonate, sodium carbonate anhydrous, sodium polyphosphate, disodium hydrogen phosphate, tripolyphosphate), emulsifying agents (e452(i), e451(i), e471, e339(iii)), raising agent (sodium pyrophosphate, potassium carbonate, sodium bicarbonate (e500(ii)))",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8903023010815,Vedaka Roasted Chana Whole,Vedaka,roasted chana whole,CONFIRMED_INDIA_890,HIGH,KEEP,Barcode Registry (No Ingredient Text),Pending Attribution,Barcode Scan
8906010366834,Town Bus Rice Kodubale,"Town Bus,GRB","rice flour (56%), refined palmolein oil, maida (11%), coconut milk, semolina, green chilli, salt, sesame, cumin, ginger & asafoetida.",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8906100881643,Masala Jeera Kashmira,Hajoori,"Carbonated water, cane sugar, iodised salt, acidity regulator - citric acid (e330), permitted class II preservative - sodium benzoate (e211), contains permitted food colour - caramel-IV (e150d), and added natural and nature identical flavouring substances of jeera (cumin) and spices",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8904011302844,Gold Milk,Aavin,milk & milk solids,CONFIRMED_INDIA_890,HIGH,KEEP,Barcode Registry (No Ingredient Text),Pending Attribution,Barcode Scan
8906126044282,Chocolate Isolate,Who Moved My Protein,"whey protein isolate (grass-fed), cocoa solids, whole milk powder,organic pineapple stem powder (bromelain),organic green papaya powder (papain), monk fruit",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8908006734153,Kunjall Jaggery,Kunjall,concentrated sugarcane juice.,CONFIRMED_INDIA_890,HIGH,KEEP,Barcode Registry (No Ingredient Text),Pending Attribution,Barcode Scan
8901552026413,Punjabi Samosa,Ashoka,"samosa: kartoffeln 47%, raffiniertes weizenmehl, wasser, grüne erbsen 8%, raffiniertes sonnenblumenöl, korianderblätter, salz, ingwer, zwiebeln 1,3%, grüne chilischoten, knoblauch, kreuzkümmel, rotes chilipulver, kurkumapulver, gewürze (sesam), 

grünes chutney: wasser, korianderblätter, grüner chill, zucker, geröstete kichererbsen, limettensaft, schwarzes salz.",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8908014757502,sambhar,,"tuvar dal (pigeon peas 30%), chana dal (bengal gram urad dal, dry fenugreek seed, coconut (5%), asafoetida, resham pa jaggery, spice mix (cumin, bay leaf, coriander whole, mustard seed tomato, drumsticks, turmeric powder, salt, pumpkin, onion, curry leaves, tamarind, cotton seed oil, water allergen advice: packed in a plant that processes dairy, wheat flour, tree nuts and milk products",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8908024950115,Greenmeat Tikka,Greenmeat,"vegetable protein chunks (water, pea protein isolate, soy protein isolate, dietary fibre, wheat gluten, corn starch, salt, natural flavours), gravy (water, soy curd, ginger, garlic, green chilly, tandoori masala, refined coconut oil, paprika, kashmiri chilli powder, tamarind paste, salt, kasuri methi, black salt, garam powder, mustard oil, coriander powder, cumin powder).",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8905950003465,Bikaneri Bhujia,Bikaji,"dew bean flour (moth flour) (45%), edible vegetable oil (palmolein oil, cottonseed oil), gram flour (9%), ground spices and condiments (lodised salt, red chilli, ginger, black pepper, cardamom, clove, nutmeg)",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8908012271055,Meetha Dahi,Gyan,"milk solids, sugar and lactic culture",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8902756170117,Chicken Chilli Sausages,Godrej,"chicken meat (79.22%), water, onion, soy protein products, salt, wheat fiber, garlic paste, ginger paste, spices & condiments (chilli - 0.36%), starch ( ins 1420), texturizer ns 451(i)), colour fixative (ins 250). hergen advice: contains soy and wheat. may contain egg, milk & nuts.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8908000117044,PARIVAAR PREMIUM LOKWAN WHEAT 10 KG,Unknown Brand,"<span class=""allergen"">wheat</span>",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8908010513126,Curd,Vethaa,pasteurised & homogenized toned curd fat 3.0% s.n.f 9.0% active lactic culture,CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8901262173223,Butterscotch Bliss,Amul,"<span class=""allergen"">milk solids</span>, sugar, cashew chikki 12% (sugar, cashew pieces, liquid glucose, ghee), e471, e407, e412, e466, e415, artificial flavouring substances (butterscotch), e102",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906136781856,Extra Virgin Olive Oil,Anveshan,extra virgin olive oil,CONFIRMED_INDIA_890,HIGH,KEEP,Barcode Registry (No Ingredient Text),Pending Attribution,Barcode Scan
8901491002561,Dynamita,Doritos,"Corn flour, edible vegetable oil, spices, salt, sugar, flavour enhancers (INS 621), colours (INS 124)",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8906131681717,NO0DLES 6.4,Slurrp Farm,"noodles: multigrain flour blend (whole wheat (atta), foxtail millet) (91%), cluster bean powder (natural gum), iodised salt, rosemary. spice mix (6%): spice blend (garlic, onion, coriander, chilli, cumin), iodised salt, unrefined raw sugar, milk solids, corn starch, natural and nature-identical flavouring substances, citric acid (acidity regulator) [ins 330].",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
