barcode,product_name,brands,categories,fssai_category_code,banned_item,banned_item_type,banned_in_jurisdictions,violation_reason
0747804019059,Ham & Cheese Sandwich,Kitchen Fresh Foods,"Sandwiches, Sandwiches filled with cold cuts, Cheese sandwiches, Ham sandwiches, Ham and cheese sandwiches",CAT_01,Azodicarbonamide (ADA),Ingredient (Flour Treatment),"EU, UK, IN","Banned in EU, UK, and India due to occupational asthma and carcinogenicity concerns."
0040000502418,"Snickers, candy bars",Snickers,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
9300675041140,Mother Energy,"Mother,Coca-Cola Amatil","Beverages, Energy drinks, Unsweetened beverages",CAT_14,Quinoline Yellow (E104),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
0040000494072,"Snickers, snickers",Snickers,"Snacks, Sweet snacks, Confectioneries",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
5000159388658,m&m's biscuit,"Mars, m&m's","Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Barres, Confiseries chocolatées, Barres chocolatées",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
5000159492706,M&m's peanut,"Mars, m&m's","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Fruits à coques et dérivés, Confiseries chocolatées, Bonbons de chocolat, Fruits à coques enrobés de chocolat, Confiseries de fruits à coques, Cacahuètes au chocolat",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
8906023797014,Sunflower Oil,Gold Drop,Sunflower Oil,CAT_02,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
3033210006965,Glace smarties,Nestlé,"Snacks, Snacks sucrés, Confiseries",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
8906124670872,Geks Era Black Currant Pulp & Juice,Geks Era,Juice,CAT_14,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
6924743927162,Roasted fish flavor,Lays,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0000042070436,Extra White Fruit 14g,MARS NORGE AS,"en:Snacks, en:Sweet snacks, en:Confectioneries, en:Chewing gum",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
8901689010125,Mala's straberry jam,,Jam,CAT_04,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
9310055537279,Fruit Loops,Kellogg's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals",CAT_14,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0000000121340,Diet Mountain Dew,Pepsi,"Beverages, Carbonated drinks, Sodas",CAT_14,Brominated Vegetable Oil (BVO),Ingredient (Null INS),"US, IN, EU, JP","Banned in US (FDA 2024 revocation), EU, Japan, and India as a food additive."
8001389702341,Jambo Mixed Fruit Jam,Jambo,jam,CAT_04,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
7500478010691,Tostitos Salsa Verde,Pepsico,Botana de Maiz Nixtamalizado,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0066721030207,Brown Sugar Bubble Tea OREO,"Oreo, Christie",,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8710398162014,Sour cream,Doritos,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0000001223305,MTN Dew,Pepsico,,Unknown,Brominated Vegetable Oil (BVO),Ingredient (Null INS),"US, IN, EU, JP","Banned in US (FDA 2024 revocation), EU, Japan, and India as a food additive."
0000001229707,mountain dew,pepsi,,Unknown,Brominated Vegetable Oil (BVO),Ingredient (Null INS),"US, IN, EU, JP","Banned in US (FDA 2024 revocation), EU, Japan, and India as a food additive."
9300650454323,Mini Chocolate Oreos,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
6001306002440,Instant Noodles,Kellogg's,"Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0058496457532,Milk Chocolate M&M's,Mars,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bonbons",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
7501011130975,Cheetos torciditos,Pepsico,"Snacks, Salty snacks, es:Botanas saladas, es:Papitas",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
7622201747107,White Fudge,Oreo,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0028000115678,"Maggi, bouillon, chicken",Maggi,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0028000115678,"Maggi, bouillon, chicken",Maggi,,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0000002867633,refined soya bean oil,fortune,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Fats, Vegetable fats, Vegetable oils, Legume oils, Soybean oils",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8410494300777,Bitter Kas,"Kas,PepsiCo","Bebidas y preparaciones de bebidas,Bebidas,Bebidas carbonatadas,Bebidas endulzadas artificialmente,Sodas",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8410494300777,Bitter Kas,"Kas,PepsiCo","Bebidas y preparaciones de bebidas,Bebidas,Bebidas carbonatadas,Bebidas endulzadas artificialmente,Sodas",CAT_14,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
5000112659948,Hawaii Tropical,Coca-Cola Company,,Unknown,Quinoline Yellow (E104),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
5000112659948,Hawaii Tropical,Coca-Cola Company,,Unknown,Ponceau 4R (E124),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
7802000020124,Doritos,Doritos,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
9300650454224,Chocolate Choc Cookie Sandwich with Chocolate Flavoured Creme,OREO,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
3040400220193,Donut,"CSM France, Mondelez, Mondelez International, Oreo","Snacks, Snacks sucrés, en:Specific products, Biscuits et gâteaux, Gâteaux, Donuts, Produits sous license",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
5060896625348,Енергийна напитка,"Monster, Monster Monarch",,Unknown,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
0038000768620,"Rice cereal, chocolatey, sweetened",Kellogg's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Chocolate cereals",CAT_14,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
6001306002457,INSTANT NOODLES BEEF,Kellogg's,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901512562807,Butter flavour popcorn,ACT 2,Popcorn,CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8901044570554,Orange Squash,Mapro,beverage preparations,CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
0028000703196,Caldo Sabor A Pollo,Maggi,,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0038000207716,"Caticorn berry purrr-fection with glittery sparkles cereal, caticorn berry purrr-fection with glittery sparkles",Kellogg's,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products",CAT_14,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
5449000265395,Sparletta Sparberry,Coca-Cola,"Beverages, Sweetened beverages",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
6223006710184,Instant noodles,Kellogg's,"Plant-based foods and beverages,Plant-based foods,Dried products,Pastas,Dried products to be rehydrated,Noodles,Instant noodles",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7802000020162,Doritos Sabor Queso,Doritos,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8906020960053,Refined Oil,Vimal,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7613287066954,Maggi Stir Fry Noodles Curry,Maggi,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7622010000790,Cadbury Hot Chocolate,Cadbury,"Beverages and beverages preparations,Beverages,Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Cocoa and chocolate powders",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
5449000060600,Shweppes Ananas,"Coca-Cola, Schweppes","Boissons,Boissons gazeuses,Boissons édulcorées,Boisson gazeuse",Unknown,Quinoline Yellow (E104),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8901207096402,Indian Kachchi Ghani Mustard Oil,Dabur,Mustard Oil,CAT_02,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
8600101639301,Štapići,"Pardon, Marbo, Pepsico","snacks, salty-snacks, appetizers, da:crackers",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
5010238013715,Creme egg,Cadbury,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
5000159477536,M &M'S Kersteditie Pinda,Mars,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
5000159507509,M&M’s,Mars,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bonbons, Chocolate covered nuts, Chocolate-covered-peanuts, en:chocolate-coated-peanuts",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
7802000017094,Doritos Sabor Queso,Doritos,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
4009900483742,Extra Eucalyptus Bottle,MARS NORGE AS,"Snacks,Sweet snacks,Confectioneries,Chewing gum",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
7622210543486,Golden Oren vanilla sandwich cookies with vanilla flavored cream,Oreo,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Filled biscuits, Chocolate sandwich cookies",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
9300650450271,Oreo strawberry,Oreo,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7790895648670,Fanta Uva,"Fanta,Coca-Cola","Beverages and beverages preparations, Beverages, Carbonated drinks, Carbonated fruit soft drink, en:sweetened-beverages",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
5449000033413,HAWAI,"Coca-Cola Company, Cocacola",,Unknown,Quinoline Yellow (E104),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
5711243112744,Sweetkitchen Pastafarve mørkeblå,Sweetkitchen,Dagligvarer,Unknown,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
6221012787015,Noodles beef flavor,Kellogg’s,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Meals, Pastas, Noodles, Soups",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
9310055493964,LMCs,Kellogg's,"Snacks, Sweet snacks, Bars",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
8906080603433,Sparkling Cranberry Lime Carbonated Water,Paper Boat,"Beverages and beverages preparations,Beverages,Beverages with cranberry",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
8886467100352,Pringles original,Pringles original,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Salty snacks made from potato, Stacked extruded potato crisps",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7802000015168,De Todito Sabor Queso,"Lays, Doritos, Cheez",Snacks,CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
7802000015168,De Todito Sabor Queso,"Lays, Doritos, Cheez",Snacks,CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
5900951272967,M&M's Crunchy Caramel,Mars,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
6009510802580,Doritos cheese suprême,Doritos,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
6009710721520,Sweet Chilli Pepper Flavoured Corn Chips,Doritos,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
6009710721520,Sweet Chilli Pepper Flavoured Corn Chips,Doritos,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips",CAT_15,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
